orgName,orgRefCode,superUserEmail,email,idamId,assigneeUser,caseToShare
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user479@mailinator.com,ac415ec1-93dd-4bdf-8b99-9d6bfa8216a5,7a3aad7d-5662-4801-9131-3d0a05067cd3,1597330462413350
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user485@mailinator.com,7a3aad7d-5662-4801-9131-3d0a05067cd3,a477fae5-862b-4775-b4ee-0796f5a9dfb7,1597330475459127
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user491@mailinator.com,a477fae5-862b-4775-b4ee-0796f5a9dfb7,fae9f60d-4869-461e-ad2a-3e413f219970,1597330488321637
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user497@mailinator.com,fae9f60d-4869-461e-ad2a-3e413f219970,3a78e6f6-5d28-419e-9880-7b6afb09fc31,1597330502469578
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user503@mailinator.com,3a78e6f6-5d28-419e-9880-7b6afb09fc31,ee496b2f-8536-4dd7-ad5f-a9f47e73cb1c,1597330516267828
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user509@mailinator.com,ee496b2f-8536-4dd7-ad5f-a9f47e73cb1c,da2833e2-78d7-469e-9b00-80017b41baba,1597330528632811
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user515@mailinator.com,da2833e2-78d7-469e-9b00-80017b41baba,4d556034-3e3a-441c-b577-0b65e4dd0cac,1597330542065501
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user528@mailinator.com,4d556034-3e3a-441c-b577-0b65e4dd0cac,a7d12a78-ec58-4ed4-86dd-62f3546736c7,1597330554656742
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user534@mailinator.com,a7d12a78-ec58-4ed4-86dd-62f3546736c7,45ac6cf2-72e2-462b-b1f6-eb391d0c7a8b,1597330567415177
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user539@mailinator.com,45ac6cf2-72e2-462b-b1f6-eb391d0c7a8b,5ebc75de-3bc7-43ad-a598-9b1b63d05040,1597330580732657
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user545@mailinator.com,5ebc75de-3bc7-43ad-a598-9b1b63d05040,701630d5-4be4-4aa9-a227-78836fe765e4,1597330593470485
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user552@mailinator.com,701630d5-4be4-4aa9-a227-78836fe765e4,aab2ff89-e8ea-4957-bd2b-e586b401f144,1597330606557922
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user558@mailinator.com,aab2ff89-e8ea-4957-bd2b-e586b401f144,7c8f315c-5b2b-4a35-b666-2e7725d4cf43,1597330619892043
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user56@mailinator.com,7c8f315c-5b2b-4a35-b666-2e7725d4cf43,5820c045-f6d9-4d1d-b45c-35db39bfe84a,1597330632933691
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user564@mailinator.com,5820c045-f6d9-4d1d-b45c-35db39bfe84a,3775e1cb-2f4a-4c08-8751-87207a7c6f60,1597330645623503
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user576@mailinator.com,3775e1cb-2f4a-4c08-8751-87207a7c6f60,7f7356f2-1343-48cf-9810-59dadbca1362,1597330658547060
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user582@mailinator.com,7f7356f2-1343-48cf-9810-59dadbca1362,645064b2-e983-4502-9e98-c89f2a65b900,1597330671841086
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user588@mailinator.com,645064b2-e983-4502-9e98-c89f2a65b900,4d0e5843-dedf-4c95-bc36-99c7c0018d6a,1597330685875138
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user594@mailinator.com,4d0e5843-dedf-4c95-bc36-99c7c0018d6a,8faa19fe-a1f1-49ad-8ef3-6f9ef7bc0e07,1597330698756309
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user609@mailinator.com,8faa19fe-a1f1-49ad-8ef3-6f9ef7bc0e07,1b60165d-05e6-44fe-a0ce-32f6de98c305,1597330711644565
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user632@mailinator.com,1b60165d-05e6-44fe-a0ce-32f6de98c305,42107a46-c966-4daf-96c1-4596f305731c,1597330724580855
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user638@mailinator.com,42107a46-c966-4daf-96c1-4596f305731c,8448357b-faa1-4a9f-85e4-551fac4df78d,1597330738352853
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user644@mailinator.com,8448357b-faa1-4a9f-85e4-551fac4df78d,15178b43-5d27-46e4-8fa0-782b04e687ff,1597330750370783
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user65@mailinator.com,15178b43-5d27-46e4-8fa0-782b04e687ff,15178b43-5d27-46e4-8fa0-782b04e687ff,1597330763456264
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user65@mailinator.com,15178b43-5d27-46e4-8fa0-782b04e687ff,722c6a6c-5721-41b1-85c7-1ea880ca2fd7,1597330777082908
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user650@mailinator.com,722c6a6c-5721-41b1-85c7-1ea880ca2fd7,4a534f68-d145-4677-a475-f74aec8ac2cf,1597330789323936
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user655@mailinator.com,4a534f68-d145-4677-a475-f74aec8ac2cf,11f8ca5f-9cfb-4d88-a40b-d24320270f6c,1597330802405629
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user718@mailinator.com,11f8ca5f-9cfb-4d88-a40b-d24320270f6c,9f5f987a-28c3-47df-a830-f27000634c23,1597330816226474
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user72@mailinator.com,9f5f987a-28c3-47df-a830-f27000634c23,ec8d4c56-58c5-4e90-9fa5-112774815e16,1597330829056025
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user721@mailinator.com,ec8d4c56-58c5-4e90-9fa5-112774815e16,137224a5-375e-4151-98c2-61d932fd3006,1597330842276758
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user73@mailinator.com,137224a5-375e-4151-98c2-61d932fd3006,8d6ec5df-3fa9-4384-8fb1-47c94c9ca589,1597330854649280
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user734@mailinator.com,8d6ec5df-3fa9-4384-8fb1-47c94c9ca589,d7b6dcfd-9c95-4701-ba40-db3f60264364,1597330868523364
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user86@mailinator.com,d7b6dcfd-9c95-4701-ba40-db3f60264364,6aacf12d-46a9-408d-a8f3-c92628586479,1597330882369687
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user91@mailinator.com,6aacf12d-46a9-408d-a8f3-c92628586479,519c52bc-9d84-43a3-8514-10ea8e33c2be,1597330894581071
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user108@mailinator.com,ed39075c-4ad3-4950-b207-f1bc0c2f9b04,1f64eb18-c9f4-4a3d-9bb9-a8e1a6ffab5d,1597330907331746
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user117@mailinator.com,1f64eb18-c9f4-4a3d-9bb9-a8e1a6ffab5d,1f64eb18-c9f4-4a3d-9bb9-a8e1a6ffab5d,1597330920491915
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user117@mailinator.com,1f64eb18-c9f4-4a3d-9bb9-a8e1a6ffab5d,0aeeb15f-0c60-48bd-9639-eada0d6323af,1597330933515239
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user122@mailinator.com,0aeeb15f-0c60-48bd-9639-eada0d6323af,8bf04074-bc59-4121-936a-6013dde676c1,1597330946384151
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user126@mailinator.com,8bf04074-bc59-4121-936a-6013dde676c1,db4f8f43-0295-4546-b7dd-b147fa99b988,1597330959996438
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user129@mailinator.com,db4f8f43-0295-4546-b7dd-b147fa99b988,111b5f84-aefa-4e32-a1e5-5fb590431718,1597330972435661
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user135@mailinator.com,111b5f84-aefa-4e32-a1e5-5fb590431718,7f72164d-4c44-481d-a503-71e10c1aca5c,1597330985380987
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user145@mailinator.com,7f72164d-4c44-481d-a503-71e10c1aca5c,3fedfdfc-f9a2-41ee-9ed2-4dbf348ae439,1597330998726614
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user153@mailinator.com,3fedfdfc-f9a2-41ee-9ed2-4dbf348ae439,ce8dd9c6-5188-40ed-af8e-45b7cc452709,1597331011760523
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user162@mailinator.com,ce8dd9c6-5188-40ed-af8e-45b7cc452709,76a5b9ff-1c53-4351-87d8-c8193d103437,1597331024932218
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user171@mailinator.com,76a5b9ff-1c53-4351-87d8-c8193d103437,a560c60b-5cb0-4b99-92e0-1f004984e148,1597331037456528
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user174@mailinator.com,a560c60b-5cb0-4b99-92e0-1f004984e148,6b173bb0-215f-4258-9c5f-aa7551dc66ce,1597331051912570
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user182@mailinator.com,6b173bb0-215f-4258-9c5f-aa7551dc66ce,6663eadd-5588-4686-b934-e863a1ea40bf,1597331064630839
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user190@mailinator.com,6663eadd-5588-4686-b934-e863a1ea40bf,8f18df5d-d5e0-4003-b530-1b0caa816049,1597331077596506
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user194@mailinator.com,8f18df5d-d5e0-4003-b530-1b0caa816049,2a25ee9d-bd11-437e-82cf-6c5e836041ea,1597331090484433
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user201@mailinator.com,2a25ee9d-bd11-437e-82cf-6c5e836041ea,f2d12ee5-da0f-4472-8a64-225637937aa3,1597331103356818
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user209@mailinator.com,f2d12ee5-da0f-4472-8a64-225637937aa3,4365e5b1-448a-48bb-be61-ee1dd584eded,1597331117039111
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user211@mailinator.com,4365e5b1-448a-48bb-be61-ee1dd584eded,96adad5e-f4b9-4133-b6c8-a7681abb9ed2,1597331129802613
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user218@mailinator.com,96adad5e-f4b9-4133-b6c8-a7681abb9ed2,8c24e934-476e-426d-8eee-5b5ca2fc5740,1597331142826474
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user225@mailinator.com,8c24e934-476e-426d-8eee-5b5ca2fc5740,72066b7e-2dda-4d2d-9eca-c0dca837cc8f,1597331156147601
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user234@mailinator.com,72066b7e-2dda-4d2d-9eca-c0dca837cc8f,d7efc190-379f-4f6c-a3e9-412e2f55addb,1597331168901789
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user246@mailinator.com,d7efc190-379f-4f6c-a3e9-412e2f55addb,c8bb832c-f34b-4112-8940-b9db7a455c3d,1597331181254794
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user250@mailinator.com,c8bb832c-f34b-4112-8940-b9db7a455c3d,772798bf-0a3e-4f13-9ed3-a0c9f71e6790,1597331195124363
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user291@mailinator.com,772798bf-0a3e-4f13-9ed3-a0c9f71e6790,4fa09e4a-09cb-420e-91b1-f2eef2334b0a,1597331207465622
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user303@mailinator.com,4fa09e4a-09cb-420e-91b1-f2eef2334b0a,3232dbae-2a51-4a76-8f02-92228ca0a563,1597331220596247
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user355@mailinator.com,3232dbae-2a51-4a76-8f02-92228ca0a563,c1b1034d-f720-4d98-b90b-8382612e6904,1597331234424519
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user362@mailinator.com,c1b1034d-f720-4d98-b90b-8382612e6904,9d09eea5-72e2-4c38-bcbd-3b22cf797d05,1597331247512029
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user368@mailinator.com,9d09eea5-72e2-4c38-bcbd-3b22cf797d05,fbf2881e-6502-4ccb-a4a4-0d2e6e9a98e0,1597331260782152
ccdorg-8lvid,Y92I1OI,ccdorg-8lvid_mcsuperuser@mailinator.com,ccdorg-8lvid_mcCcd.user373@mailinator.com,fbf2881e-6502-4ccb-a4a4-0d2e6e9a98e0,ea692fb1-7715-436e-8b99-910507f56829,1597331274137146
